feature_gene,uniprot_id,tier,source,has_esm2_embedding
DLAT,P10515,1,HGNC_symbol,False
DLC1,Q96QB1,1,HGNC_symbol,False
DLD,P09622,1,HGNC_symbol,False
DLEC1,Q9Y238,1,HGNC_symbol,False
DLEU1,O43261,1,HGNC_symbol,True
DLEU2,,0,unmapped,False
DLEU2L,,0,unmapped,False
DLEU7,Q6UYE1,1,HGNC_symbol,True
DLEU7-AS1,,0,unmapped,False
DLG1,Q12959,1,HGNC_symbol,False
DLG2,Q15700,1,HGNC_symbol,True
DLG3,Q92796,1,HGNC_symbol,False
DLG4,P78352,1,HGNC_symbol,False
DLG5,Q8TDM6,1,HGNC_symbol,False
DLGAP1,O14490,1,HGNC_symbol,True
DLGAP1-AS1,,0,unmapped,False
DLGAP1-AS2,,0,unmapped,False
DLGAP1-AS3,,0,unmapped,False
DLGAP2,Q9P1A6,1,HGNC_symbol,False
DLGAP3,O95886,1,HGNC_symbol,True
DLGAP4,Q9Y2H0,1,HGNC_symbol,False
DLGAP5,Q15398,1,HGNC_symbol,False
DLK1,P80370,1,HGNC_symbol,True
DLK2,Q6UY11,1,HGNC_symbol,False
DLL1,O00548,1,HGNC_symbol,True
DLL3,Q9NYJ7,1,HGNC_symbol,True
DLL4,Q9NR61,1,HGNC_symbol,False
DLST,P36957,1,HGNC_symbol,False
DLX1,P56177,1,HGNC_symbol,True
DLX2,Q07687,1,HGNC_symbol,True
DLX3,O60479,1,HGNC_symbol,True
DLX4,Q92988,1,HGNC_symbol,False
DLX5,P56178,1,HGNC_symbol,True
DLX6,P56179,1,HGNC_symbol,False
DMAC1,Q96GE9,1,HGNC_symbol,False
DMAC2,Q9NW81,1,HGNC_symbol,False
DMAC2L,Q99766,1,HGNC_symbol,False
DMAP1,Q9NPF5,1,HGNC_symbol,True
DMBT1,Q9UGM3,1,HGNC_symbol,False
DMBX1,Q8NFW5,1,HGNC_symbol,True
DMC1,Q14565,1,HGNC_symbol,False
DMD,P11532,1,HGNC_symbol,False
DMGDH,Q9UI17,1,HGNC_symbol,False
DMKN,Q6E0U4,1,HGNC_symbol,False
DMP1,Q13316,1,HGNC_symbol,False
DMPK,Q09013,1,HGNC_symbol,False
DMRT1,Q9Y5R6,1,HGNC_symbol,True
DMRT2,Q9Y5R5,1,HGNC_symbol,True
DMRT3,Q9NQL9,1,HGNC_symbol,False
DMRTA1,Q5VZB9,1,HGNC_symbol,True
DMRTA2,Q96SC8,1,HGNC_symbol,False
DMRTB1,Q96MA1,1,HGNC_symbol,False
DMRTC1,Q5HYR2,1,HGNC_symbol,False
DMRTC1B,63947,5,STRING_alias,False
DMRTC2,Q8IXT2,1,HGNC_symbol,True
DMTF1,Q9Y222,1,HGNC_symbol,False
DMTN,Q08495,1,HGNC_symbol,False
DMWD,Q09019,1,HGNC_symbol,True
DMXL1,Q9Y485,1,HGNC_symbol,False
DMXL2,Q8TDJ6,1,HGNC_symbol,False
DNA2,P51530,1,HGNC_symbol,False
DNAAF1,Q8NEP3,1,HGNC_symbol,False
DNAAF10,Q96MX6,1,HGNC_symbol,True
DNAAF11,Q86X45,1,HGNC_symbol,True
DNAAF19,Q8IW40,1,HGNC_symbol,True
DNAAF2,Q9NVR5,1,HGNC_symbol,False
DNAAF3,Q8N9W5,1,HGNC_symbol,True
DNAAF4,Q8WXU2,1,HGNC_symbol,False
DNAAF5,Q86Y56,1,HGNC_symbol,True
DNAAF6,Q9NQM4,1,HGNC_symbol,False
DNAAF8,Q8IYS4,1,HGNC_symbol,False
DNAAF9,Q5TEA3,1,HGNC_symbol,False
DNAH1,Q9P2D7,1,HGNC_symbol,False
DNAH10,Q8IVF4,1,HGNC_symbol,False
DNAH10OS,P0CZ25,1,HGNC_symbol,False
DNAH11,Q96DT5,1,HGNC_symbol,False
DNAH12,Q6ZR08,1,HGNC_symbol,False
DNAH14,Q0VDD8,1,HGNC_symbol,False
DNAH17,Q9UFH2,1,HGNC_symbol,False
DNAH2,Q9P225,1,HGNC_symbol,False
DNAH3,Q8TD57,1,HGNC_symbol,False
DNAH5,Q8TE73,1,HGNC_symbol,False
DNAH6,Q9C0G6,1,HGNC_symbol,False
DNAH7,Q8WXX0,1,HGNC_symbol,False
DNAH8,Q96JB1,1,HGNC_symbol,False
DNAH9,Q9NYC9,1,HGNC_symbol,False
DNAI1,Q9UI46,1,HGNC_symbol,True
DNAI2,Q9GZS0,1,HGNC_symbol,True
DNAI3,Q8IWG1,1,HGNC_symbol,True
DNAI4,Q5VTH9,1,HGNC_symbol,False
DNAI7,Q6TDU7,1,HGNC_symbol,True
DNAJA1,P31689,1,HGNC_symbol,False
DNAJA1P3,,0,unmapped,False
DNAJA2,O60884,1,HGNC_symbol,False
DNAJA3,Q96EY1,1,HGNC_symbol,False
DNAJA4,Q8WW22,1,HGNC_symbol,False
DNAJB1,P25685,1,HGNC_symbol,False
DNAJB11,Q9UBS4,1,HGNC_symbol,False
DNAJB12,Q9NXW2,1,HGNC_symbol,True
DNAJB13,P59910,1,HGNC_symbol,False
DNAJB14,Q8TBM8,1,HGNC_symbol,True
DNAJB2,P25686,1,HGNC_symbol,False
DNAJB4,Q9UDY4,1,HGNC_symbol,False
DNAJB5,O75953,1,HGNC_symbol,True
DNAJB6,O75190,1,HGNC_symbol,False
DNAJB7,Q7Z6W7,1,HGNC_symbol,True
DNAJB8,Q8NHS0,1,HGNC_symbol,True
DNAJB9,Q9UBS3,1,HGNC_symbol,True
DNAJC1,Q96KC8,1,HGNC_symbol,False
DNAJC10,Q8IXB1,1,HGNC_symbol,False
DNAJC11,Q9NVH1,1,HGNC_symbol,False
DNAJC12,Q9UKB3,1,HGNC_symbol,False
DNAJC13,O75165,1,HGNC_symbol,False
DNAJC14,Q6Y2X3,1,HGNC_symbol,False
DNAJC15,Q9Y5T4,1,HGNC_symbol,False
DNAJC16,Q9Y2G8,1,HGNC_symbol,False
DNAJC17,Q9NVM6,1,HGNC_symbol,False
DNAJC18,Q9H819,1,HGNC_symbol,False
DNAJC19,Q96DA6,1,HGNC_symbol,True
DNAJC19P5,,0,unmapped,False
DNAJC19P9,,0,unmapped,False
DNAJC2,Q99543,1,HGNC_symbol,False
DNAJC21,Q5F1R6,1,HGNC_symbol,False
DNAJC22,Q8N4W6,1,HGNC_symbol,True
DNAJC24,Q6P3W2,1,HGNC_symbol,True
DNAJC25,Q9H1X3,1,HGNC_symbol,True
DNAJC27,Q9NZQ0,1,HGNC_symbol,False
DNAJC27-AS1,,0,unmapped,False
DNAJC28,Q9NX36,1,HGNC_symbol,True
DNAJC3,Q13217,1,HGNC_symbol,False
DNAJC3-AS1,,0,unmapped,False
DNAJC30,Q96LL9,1,HGNC_symbol,False
DNAJC4,Q9NNZ3,1,HGNC_symbol,True
DNAJC5,Q9H3Z4,1,HGNC_symbol,False
DNAJC5B,Q9UF47,1,HGNC_symbol,False
DNAJC5G,Q8N7S2,1,HGNC_symbol,False
DNAJC6,O75061,1,HGNC_symbol,True
DNAJC7,Q99615,1,HGNC_symbol,True
DNAJC8,O75937,1,HGNC_symbol,False
DNAJC8P1,,0,unmapped,False
DNAJC9,Q8WXX5,1,HGNC_symbol,False
DNAJC9-AS1,A6NH13,1,HGNC_symbol,False
DNAL1,Q4LDG9,1,HGNC_symbol,True
DNAL4,O96015,1,HGNC_symbol,False
DNALI1,O14645,1,HGNC_symbol,True
DNASE1,P24855,1,HGNC_symbol,True
DNASE1L1,P49184,1,HGNC_symbol,False
DNASE1L2,Q92874,1,HGNC_symbol,True
DNASE1L3,Q13609,1,HGNC_symbol,False
DNASE2,O00115,1,HGNC_symbol,False
DNASE2B,Q8WZ79,1,HGNC_symbol,True
DND1,Q8IYX4,1,HGNC_symbol,False
DND1P1,,0,unmapped,False
DNER,Q8NFT8,1,HGNC_symbol,False
DNHD1,Q96M86,1,HGNC_symbol,False
DNLZ,Q5SXM8,1,HGNC_symbol,False
DNM1,Q05193,1,HGNC_symbol,False
DNM1L,O00429,1,HGNC_symbol,False
DNM1P35,,0,unmapped,False
DNM1P46,Q6ZS02,1,HGNC_symbol,True
DNM1P47,,0,unmapped,False
DNM2,P50570,1,HGNC_symbol,False
DNM3,Q9UQ16,1,HGNC_symbol,True
DNMBP,Q6XZF7,1,HGNC_symbol,False
DNMT1,P26358,1,HGNC_symbol,False
DNMT3A,Q9Y6K1,1,HGNC_symbol,False
DNMT3B,Q9UBC3,1,HGNC_symbol,False
DNMT3L,Q9UJW3,1,HGNC_symbol,False
DNPEP,Q9ULA0,1,HGNC_symbol,False
DNPH1,O43598,1,HGNC_symbol,True
DNTT,P04053,1,HGNC_symbol,True
DNTTIP1,Q9H147,1,HGNC_symbol,False
DNTTIP2,Q5QJE6,1,HGNC_symbol,False
DOC2A,Q14183,1,HGNC_symbol,False
DOC2B,Q14184,1,HGNC_symbol,True
DOC2GP,,0,unmapped,False
DOCK1,Q14185,1,HGNC_symbol,False
DOCK10,Q96BY6,1,HGNC_symbol,False
DOCK11,Q5JSL3,1,HGNC_symbol,False
DOCK2,Q92608,1,HGNC_symbol,False
DOCK3,Q8IZD9,1,HGNC_symbol,False
DOCK4,Q8N1I0,1,HGNC_symbol,False
DOCK5,Q9H7D0,1,HGNC_symbol,False
DOCK6,Q96HP0,1,HGNC_symbol,False
DOCK7,Q96N67,1,HGNC_symbol,False
DOCK8,Q8NF50,1,HGNC_symbol,False
DOCK9,Q9BZ29,1,HGNC_symbol,False
DOCK9-AS2,,0,unmapped,False
DOHH,Q9BU89,1,HGNC_symbol,False
DOK1,Q99704,1,HGNC_symbol,True
DOK2,O60496,1,HGNC_symbol,False
DOK3,Q7L591,1,HGNC_symbol,True
DOK4,Q8TEW6,1,HGNC_symbol,True
DOK5,Q9P104,1,HGNC_symbol,True
DOK6,Q6PKX4,1,HGNC_symbol,True
DOK7,Q18PE1,1,HGNC_symbol,False
DOLK,Q9UPQ8,1,HGNC_symbol,True
DOLPP1,Q86YN1,1,HGNC_symbol,True
DONSON,Q9NYP3,1,HGNC_symbol,True
DOP1A,Q5JWR5,1,HGNC_symbol,False
DOP1B,Q9Y3R5,1,HGNC_symbol,False
DOPEY1,23033,5,STRING_alias,False
DOPEY2,9980,5,STRING_alias,False
DORIP1,Q4W4Y0,1,HGNC_symbol,False
DOT1L,Q8TEK3,1,HGNC_symbol,False
DPAGT1,Q9H3H5,1,HGNC_symbol,True
DPCD,Q9BVM2,1,HGNC_symbol,False
DPEP1,P16444,1,HGNC_symbol,False
DPEP2,Q9H4A9,1,HGNC_symbol,True
DPEP2NB,A0A0U1RQF7,1,HGNC_symbol,False
DPEP3,Q9H4B8,1,HGNC_symbol,False
DPF1,Q92782,1,HGNC_symbol,True
DPF2,Q92785,1,HGNC_symbol,True
DPF3,Q92784,1,HGNC_symbol,False
DPH1,Q9BZG8,1,HGNC_symbol,False
DPH2,Q9BQC3,1,HGNC_symbol,False
DPH3,Q96FX2,1,HGNC_symbol,False
DPH5,Q9H2P9,1,HGNC_symbol,True
DPH6,Q7L8W6,1,HGNC_symbol,False
DPH7,Q9BTV6,1,HGNC_symbol,False
DPM1,O60762,1,HGNC_symbol,False
DPM2,O94777,1,HGNC_symbol,True
DPM3,Q9P2X0,1,HGNC_symbol,False
DPP10,Q8N608,1,HGNC_symbol,True
DPP10-AS1,,0,unmapped,False
DPP3,Q9NY33,1,HGNC_symbol,True
DPP4,P27487,1,HGNC_symbol,True
DPP6,P42658,1,HGNC_symbol,False
DPP7,Q9UHL4,1,HGNC_symbol,False
DPP8,Q6V1X1,1,HGNC_symbol,False
DPP9,Q86TI2,1,HGNC_symbol,True
DPPA2,Q7Z7J5,1,HGNC_symbol,False
DPPA3,Q6W0C5,1,HGNC_symbol,False
DPPA4,Q7L190,1,HGNC_symbol,True
DPPA5,A6NC42,1,HGNC_symbol,False
DPRX,A6NFQ7,1,HGNC_symbol,False
DPRXP2,,0,unmapped,False
DPRXP4,,0,unmapped,False
DPT,Q07507,1,HGNC_symbol,True
DPY19L1,Q2PZI1,1,HGNC_symbol,True
DPY19L1P1,,0,unmapped,False
DPY19L1P2,,0,unmapped,False
DPY19L2,Q6NUT2,1,HGNC_symbol,True
DPY19L2P1,Q6NXN4,1,HGNC_symbol,True
DPY19L2P2,Q6ZN68,1,HGNC_symbol,False
DPY19L2P3,,0,unmapped,False
DPY19L2P4,,0,unmapped,False
DPY19L3,Q6ZPD9,1,HGNC_symbol,True
DPY19L4,Q7Z388,1,HGNC_symbol,False
DPY30,Q9C005,1,HGNC_symbol,False
DPYD,Q12882,1,HGNC_symbol,False
DPYS,Q14117,1,HGNC_symbol,True
DPYSL2,Q16555,1,HGNC_symbol,True
DPYSL3,Q14195,1,HGNC_symbol,False
DPYSL4,O14531,1,HGNC_symbol,False
DPYSL5,Q9BPU6,1,HGNC_symbol,False
DQX1,Q8TE96,1,HGNC_symbol,False
DR1,Q01658,1,HGNC_symbol,False
DRAM1,Q8N682,1,HGNC_symbol,False
DRAM2,Q6UX65,1,HGNC_symbol,True
DRAP1,Q14919,1,HGNC_symbol,True
DRAXIN,Q8NBI3,1,HGNC_symbol,True
DRC1,Q96MC2,1,HGNC_symbol,False
DRC12,Q494R4,1,HGNC_symbol,False
DRC3,Q9H069,1,HGNC_symbol,False
DRC7,Q8IY82,1,HGNC_symbol,False
DRD1,P21728,1,HGNC_symbol,False
DRD2,P14416,1,HGNC_symbol,True
DRD3,P35462,1,HGNC_symbol,False
DRD4,P21917,1,HGNC_symbol,False
DRD5,P21918,1,HGNC_symbol,False
DRG1,Q9Y295,1,HGNC_symbol,True
DRG2,P55039,1,HGNC_symbol,True
DRGX,A6NNA5,1,HGNC_symbol,False
DRICH1,Q6PGQ1,1,HGNC_symbol,False
DROSHA,Q9NRR4,1,HGNC_symbol,False
DRP2,Q13474,1,HGNC_symbol,True
DSC1,Q08554,1,HGNC_symbol,False
DSC2,Q02487,1,HGNC_symbol,False
DSC3,Q14574,1,HGNC_symbol,True
DSCAM,O60469,1,HGNC_symbol,False
DSCAML1,Q8TD84,1,HGNC_symbol,False
DSCC1,Q9BVC3,1,HGNC_symbol,False
DSCR3,10311,5,STRING_alias,False
DSCR9,P59020,1,HGNC_symbol,True
DSE,Q9UL01,1,HGNC_symbol,False
DSEL,Q8IZU8,1,HGNC_symbol,False
DSG1,Q02413,1,HGNC_symbol,False
DSG2,Q14126,1,HGNC_symbol,False
DSG3,P32926,1,HGNC_symbol,False
DSG4,Q86SJ6,1,HGNC_symbol,False
DSN1,Q9H410,1,HGNC_symbol,False
DSP,P15924,1,HGNC_symbol,False
DSPP,Q9NZW4,1,HGNC_symbol,False
DST,Q03001,1,HGNC_symbol,False
DSTN,P60981,1,HGNC_symbol,False
DSTNP2,,0,unmapped,False
DSTYK,Q6XUX3,1,HGNC_symbol,False
DTD1,Q8TEA8,1,HGNC_symbol,False
DTD2,Q96FN9,1,HGNC_symbol,False
DTHD1,Q6ZMT9,1,HGNC_symbol,False
DTL,Q9NZJ0,1,HGNC_symbol,False
DTNA,Q9Y4J8,1,HGNC_symbol,False
DTNB,O60941,1,HGNC_symbol,True
DTNBP1,Q96EV8,1,HGNC_symbol,True
DTWD1,Q8N5C7,1,HGNC_symbol,False
DTWD2,Q8NBA8,1,HGNC_symbol,False
DTX1,Q86Y01,1,HGNC_symbol,False
DTX2,Q86UW9,1,HGNC_symbol,False
DTX2P1,,0,unmapped,False
DTX3,Q8N9I9,1,HGNC_symbol,False
DTX3L,Q8TDB6,1,HGNC_symbol,True
DTX4,Q9Y2E6,1,HGNC_symbol,False
DTYMK,P23919,1,HGNC_symbol,True
DUOX1,Q9NRD9,1,HGNC_symbol,False
DUOX2,Q9NRD8,1,HGNC_symbol,False
DUOXA1,Q1HG43,1,HGNC_symbol,False
DUOXA2,Q1HG44,1,HGNC_symbol,True
DUS1L,Q6P1R4,1,HGNC_symbol,False
DUS2,Q9NX74,1,HGNC_symbol,False
DUS3L,Q96G46,1,HGNC_symbol,False
DUS4L,O95620,1,HGNC_symbol,True
DUSP1,P28562,1,HGNC_symbol,False
DUSP10,Q9Y6W6,1,HGNC_symbol,False
DUSP11,O75319,1,HGNC_symbol,False
DUSP12,Q9UNI6,1,HGNC_symbol,False
DUSP13,2GWO,5,STRING_alias,False
DUSP13B,Q9UII6,1,HGNC_symbol,False
DUSP14,O95147,1,HGNC_symbol,False
DUSP15,Q9H1R2,1,HGNC_symbol,False
DUSP16,Q9BY84,1,HGNC_symbol,False
DUSP18,Q8NEJ0,1,HGNC_symbol,True
DUSP19,Q8WTR2,1,HGNC_symbol,True
DUSP2,Q05923,1,HGNC_symbol,False
DUSP21,Q9H596,1,HGNC_symbol,True
DUSP22,Q9NRW4,1,HGNC_symbol,False
DUSP23,Q9BVJ7,1,HGNC_symbol,True
DUSP26,Q9BV47,1,HGNC_symbol,False
DUSP27,2Y96,5,STRING_alias,False
DUSP28,Q4G0W2,1,HGNC_symbol,False
DUSP29,Q68J44,1,HGNC_symbol,True
DUSP3,P51452,1,HGNC_symbol,False
DUSP4,Q13115,1,HGNC_symbol,True
DUSP5,Q16690,1,HGNC_symbol,False
DUSP5P1,,0,unmapped,False
DUSP6,Q16828,1,HGNC_symbol,True
DUSP7,Q16829,1,HGNC_symbol,False
DUSP8,Q13202,1,HGNC_symbol,False
DUSP8P5,,0,unmapped,False
DUSP9,Q99956,1,HGNC_symbol,True
DUT,P33316,1,HGNC_symbol,False
DUTP6,,0,unmapped,False
DUX4,Q9UBX2,1,HGNC_symbol,False
DUXA,A6NLW8,1,HGNC_symbol,True
DUXB,A0A1W2PPF3,1,HGNC_symbol,True
DVL1,O14640,1,HGNC_symbol,True
DVL2,O14641,1,HGNC_symbol,True
DVL3,Q92997,1,HGNC_symbol,False
DXO,O77932,1,HGNC_symbol,False
DYDC1,Q8WWB3,1,HGNC_symbol,True
DYDC2,Q96IM9,1,HGNC_symbol,False
DYM,Q7RTS9,1,HGNC_symbol,True
DYNAP,Q8N1N2,1,HGNC_symbol,True
DYNC1H1,Q14204,1,HGNC_symbol,False
DYNC1I1,O14576,1,HGNC_symbol,False
DYNC1I2,Q13409,1,HGNC_symbol,False
DYNC1I2P1,,0,unmapped,False
DYNC1LI1,Q9Y6G9,1,HGNC_symbol,True
DYNC1LI2,O43237,1,HGNC_symbol,True
DYNC2H1,Q8NCM8,1,HGNC_symbol,False
DYNC2I1,Q8WVS4,1,HGNC_symbol,False
DYNC2I2,Q96EX3,1,HGNC_symbol,True
DYNC2LI1,Q8TCX1,1,HGNC_symbol,True
DYNLL1,P63167,1,HGNC_symbol,False
DYNLL1-AS1,,0,unmapped,False
DYNLL1P1,,0,unmapped,False
DYNLL2,Q96FJ2,1,HGNC_symbol,False
DYNLRB1,Q9NP97,1,HGNC_symbol,False
DYNLRB2,Q8TF09,1,HGNC_symbol,False
DYNLT1,P63172,1,HGNC_symbol,True
DYNLT2,Q8IZS6,1,HGNC_symbol,True
DYNLT2B,Q8WW35,1,HGNC_symbol,False
DYNLT3,P51808,1,HGNC_symbol,True
DYNLT3P1,,0,unmapped,False
DYNLT3P2,,0,unmapped,False
DYNLT4,Q5JR98,1,HGNC_symbol,True
DYNLT5,Q8N7M0,1,HGNC_symbol,True
DYRK1A,Q13627,1,HGNC_symbol,True
DYRK1B,Q9Y463,1,HGNC_symbol,True
DYRK2,Q92630,1,HGNC_symbol,False
DYRK3,O43781,1,HGNC_symbol,False
DYRK4,Q9NR20,1,HGNC_symbol,False
DYSF,O75923,1,HGNC_symbol,False
DYTN,A2CJ06,1,HGNC_symbol,True
DYX1C1,161582,5,STRING_alias,False
DZANK1,Q9NVP4,1,HGNC_symbol,True
DZIP1,Q86YF9,1,HGNC_symbol,True
DZIP1L,Q8IYY4,1,HGNC_symbol,False
DZIP3,Q86Y13,1,HGNC_symbol,False
E2F1,Q01094,1,HGNC_symbol,False
E2F2,Q14209,1,HGNC_symbol,True
E2F3,O00716,1,HGNC_symbol,False
E2F3-IT1,,0,unmapped,False
E2F4,Q16254,1,HGNC_symbol,False
E2F5,Q15329,1,HGNC_symbol,False
E2F6,O75461,1,HGNC_symbol,False
E2F7,Q96AV8,1,HGNC_symbol,True
E2F8,A0AVK6,1,HGNC_symbol,True
E4F1,Q66K89,1,HGNC_symbol,False
EAF1,Q96JC9,1,HGNC_symbol,False
EAF1-AS1,,0,unmapped,False
EAF2,Q96CJ1,1,HGNC_symbol,False
EAPP,Q56P03,1,HGNC_symbol,False
EARS2,Q5JPH6,1,HGNC_symbol,False
EBAG9,O00559,1,HGNC_symbol,True
EBAG9P1,,0,unmapped,False
EBF1,Q9UH73,1,HGNC_symbol,False
EBF2,Q9HAK2,1,HGNC_symbol,False
EBF3,Q9H4W6,1,HGNC_symbol,True
EBF4,Q9BQW3,1,HGNC_symbol,False
EBI3,Q14213,1,HGNC_symbol,False
EBLN1,P0CF75,1,HGNC_symbol,True
EBLN2,Q6P2I7,1,HGNC_symbol,False
EBNA1BP2,Q99848,1,HGNC_symbol,True
EBP,Q15125,1,HGNC_symbol,False
EBPL,Q9BY08,1,HGNC_symbol,True
ECD,O95905,1,HGNC_symbol,True
ECE1,P42892,1,HGNC_symbol,True
ECE2,P0DPD6,1,HGNC_symbol,False
ECEL1,O95672,1,HGNC_symbol,False
ECH1,Q13011,1,HGNC_symbol,False
ECHDC1,Q9NTX5,1,HGNC_symbol,True
ECHDC2,Q86YB7,1,HGNC_symbol,False
ECHDC3,Q96DC8,1,HGNC_symbol,True
ECHS1,P30084,1,HGNC_symbol,False
ECI1,P42126,1,HGNC_symbol,False
ECI2,O75521,1,HGNC_symbol,False
ECM1,Q16610,1,HGNC_symbol,True
ECM2,O94769,1,HGNC_symbol,True
ECPAS,Q5VYK3,1,HGNC_symbol,False
ECRG4,Q9H1Z8,1,HGNC_symbol,False
ECSCR,Q19T08,1,HGNC_symbol,True
ECSIT,Q9BQ95,1,HGNC_symbol,False
ECT2,Q9H8V3,1,HGNC_symbol,True
ECT2L,Q008S8,1,HGNC_symbol,False
EDA,Q92838,1,HGNC_symbol,False
EDA2R,Q9HAV5,1,HGNC_symbol,False
EDAR,Q9UNE0,1,HGNC_symbol,False
EDARADD,Q8WWZ3,1,HGNC_symbol,True
EDC3,Q96F86,1,HGNC_symbol,False
EDC4,Q6P2E9,1,HGNC_symbol,False
EDDM13,A0A1B0GTR0,1,HGNC_symbol,True
EDDM3A,Q14507,1,HGNC_symbol,True
EDDM3B,P56851,1,HGNC_symbol,False
EDEM1,Q92611,1,HGNC_symbol,False
EDEM2,Q9BV94,1,HGNC_symbol,False
EDEM3,Q9BZQ6,1,HGNC_symbol,True
EDF1,O60869,1,HGNC_symbol,False
EDIL3,O43854,1,HGNC_symbol,False
EDN1,P05305,1,HGNC_symbol,False
EDN2,P20800,1,HGNC_symbol,False
EDN3,P14138,1,HGNC_symbol,False
EDNRA,P25101,1,HGNC_symbol,False
EDNRB,P24530,1,HGNC_symbol,False
EDRF1,Q3B7T1,1,HGNC_symbol,False
EEA1,Q15075,1,HGNC_symbol,False
EED,O75530,1,HGNC_symbol,False
EEF1A1,P68104,1,HGNC_symbol,False
EEF1A1P1,,0,unmapped,False
EEF1A1P10,,0,unmapped,False
EEF1A1P11,,0,unmapped,False
EEF1A1P12,,0,unmapped,False
EEF1A1P13,,0,unmapped,False
EEF1A1P14,,0,unmapped,False
EEF1A1P16,,0,unmapped,False
EEF1A1P17,,0,unmapped,False
EEF1A1P19,,0,unmapped,False
EEF1A1P22,,0,unmapped,False
EEF1A1P24,,0,unmapped,False
EEF1A1P25,,0,unmapped,False
EEF1A1P29,,0,unmapped,False
EEF1A1P3,,0,unmapped,False
EEF1A1P30,,0,unmapped,False
EEF1A1P38,,0,unmapped,False
EEF1A1P4,,0,unmapped,False
EEF1A1P5,Q5VTE0,1,HGNC_symbol,False
EEF1A1P6,,0,unmapped,False
EEF1A1P7,,0,unmapped,False
EEF1A1P8,,0,unmapped,False
EEF1A1P9,,0,unmapped,False
EEF1A2,Q05639,1,HGNC_symbol,False
EEF1AKMT1,Q8WVE0,1,HGNC_symbol,True
EEF1AKMT2,Q5JPI9,1,HGNC_symbol,True
EEF1AKMT3,Q96AZ1,1,HGNC_symbol,True
EEF1AKMT4,P0DPD7,1,HGNC_symbol,False
EEF1B2,P24534,1,HGNC_symbol,False
EEF1B2P1,,0,unmapped,False
EEF1B2P2,,0,unmapped,False
EEF1B2P3,,0,unmapped,False
EEF1D,P29692,1,HGNC_symbol,True
EEF1DP1,,0,unmapped,False
EEF1DP2,,0,unmapped,False
EEF1DP3,Q658K8,1,HGNC_symbol,False
EEF1E1,O43324,1,HGNC_symbol,True
EEF1G,P26641,1,HGNC_symbol,False
EEF1GP1,,0,unmapped,False
EEF1GP2,,0,unmapped,False
EEF1GP5,,0,unmapped,False
EEF2,P13639,1,HGNC_symbol,True
EEF2K,O00418,1,HGNC_symbol,False
EEF2KMT,Q96G04,1,HGNC_symbol,False
EEFSEC,P57772,1,HGNC_symbol,False
EEIG1,Q5T9C2,1,HGNC_symbol,True
EEIG2,Q5T8I3,1,HGNC_symbol,True
EEPD1,Q7L9B9,1,HGNC_symbol,False
EFCAB1,79645,5,STRING_alias,False
EFCAB10,A6NFE3,1,HGNC_symbol,False
EFCAB11,Q9BUY7,1,HGNC_symbol,False
EFCAB12,Q6NXP0,1,HGNC_symbol,False
EFCAB13,Q8IY85,1,HGNC_symbol,False
EFCAB14,O75071,1,HGNC_symbol,False
EFCAB14P1,,0,unmapped,False
EFCAB2,84288,5,STRING_alias,False
EFCAB3,Q8N7B9,1,HGNC_symbol,True
EFCAB4A,283229,5,STRING_alias,False
EFCAB4B,84766,5,STRING_alias,False
EFCAB5,A4FU69,1,HGNC_symbol,False
EFCAB6,Q5THR3,1,HGNC_symbol,False
EFCAB7,A8K855,1,HGNC_symbol,False
EFCAB8,A8MWE9,1,HGNC_symbol,False
EFCAB9,A8MZ26,1,HGNC_symbol,True
EFCC1,Q9HA90,1,HGNC_symbol,True
EFEMP1,Q12805,1,HGNC_symbol,False
EFEMP2,O95967,1,HGNC_symbol,True
EFHB,Q8N7U6,1,HGNC_symbol,True
EFHC1,Q5JVL4,1,HGNC_symbol,True
EFHC2,Q5JST6,1,HGNC_symbol,True
EFHD1,Q9BUP0,1,HGNC_symbol,True
EFHD2,Q96C19,1,HGNC_symbol,False
EFL1,Q7Z2Z2,1,HGNC_symbol,False
EFNA1,P20827,1,HGNC_symbol,False
EFNA2,O43921,1,HGNC_symbol,False
EFNA3,P52797,1,HGNC_symbol,False
EFNA4,P52798,1,HGNC_symbol,True
EFNA5,P52803,1,HGNC_symbol,True
EFNB1,P98172,1,HGNC_symbol,False
EFNB2,P52799,1,HGNC_symbol,False
EFNB3,Q15768,1,HGNC_symbol,True
EFR3A,Q14156,1,HGNC_symbol,False
EFR3B,Q9Y2G0,1,HGNC_symbol,True
EFS,O43281,1,HGNC_symbol,False
EFTUD1,5ANB,5,STRING_alias,False
EFTUD1P1,,0,unmapped,False
EFTUD2,Q15029,1,HGNC_symbol,True
EGF,P01133,1,HGNC_symbol,False
EGFEM1P,Q0D2K5,1,HGNC_symbol,False
EGFL6,Q8IUX8,1,HGNC_symbol,False
EGFL7,Q9UHF1,1,HGNC_symbol,True
EGFL8,Q99944,1,HGNC_symbol,False
EGFLAM,Q63HQ2,1,HGNC_symbol,True
EGFR,P00533,1,HGNC_symbol,False
EGLN1,Q9GZT9,1,HGNC_symbol,True
EGLN2,Q96KS0,1,HGNC_symbol,True
EGLN3,Q9H6Z9,1,HGNC_symbol,False
EGOT,,0,unmapped,False
EGR1,P18146,1,HGNC_symbol,False
EGR2,P11161,1,HGNC_symbol,False
EGR3,Q06889,1,HGNC_symbol,False
EGR4,Q05215,1,HGNC_symbol,True
